3400000	0.194	0.141	0.001	0.0	0.052	0.029085	0.021139	0.000150	0.000000	0.007796
3500000	0.197	0.141	0.0	0.0	0.055	0.029535	0.021139	0.000000	0.000000	0.008246
3600000	0.214	0.144	0.012	0.005	0.052	0.032084	0.021589	0.001799	0.000750	0.007796
3700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
3800000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
3900000	0.295	0.166	0.03	0.046	0.052	0.044228	0.024888	0.004498	0.006897	0.007796
4000000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
4100000	0.205	0.143	0.004	0.005	0.052	0.030735	0.021439	0.000600	0.000750	0.007796
4200000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
4300000	0.194	0.141	0.001	0.0	0.052	0.029085	0.021139	0.000150	0.000000	0.007796
4400000	0.265	0.158	0.02	0.031	0.055	0.039730	0.023688	0.002999	0.004648	0.008246
4500000	0.425	0.241	0.09	0.042	0.052	0.063718	0.036132	0.013493	0.006297	0.007796
4600000	1.235	0.484	0.423	0.275	0.052	0.185157	0.072564	0.063418	0.041229	0.007796
4700000	1.103	0.495	0.358	0.197	0.052	0.165367	0.074213	0.053673	0.029535	0.007796
4800000	0.77	0.408	0.212	0.095	0.055	0.115442	0.061169	0.031784	0.014243	0.008246
4900000	0.553	0.31	0.134	0.057	0.052	0.082909	0.046477	0.020090	0.008546	0.007796
5000000	0.218	0.151	0.01	0.004	0.052	0.032684	0.022639	0.001499	0.000600	0.007796
5100000	0.224	0.153	0.01	0.008	0.052	0.033583	0.022939	0.001499	0.001199	0.007796
5200000	1.001	0.514	0.304	0.131	0.052	0.150075	0.077061	0.045577	0.019640	0.007796
5300000	0.693	0.352	0.2	0.085	0.055	0.103898	0.052774	0.029985	0.012744	0.008246
5400000	0.588	0.278	0.18	0.077	0.052	0.088156	0.041679	0.026987	0.011544	0.007796
5500000	0.863	0.315	0.294	0.202	0.052	0.129385	0.047226	0.044078	0.030285	0.007796
5600000	1.095	0.395	0.382	0.265	0.052	0.164168	0.059220	0.057271	0.039730	0.007796
5700000	1.34	0.579	0.49	0.216	0.055	0.200900	0.086807	0.073463	0.032384	0.008246
5800000	0.642	0.343	0.157	0.089	0.052	0.096252	0.051424	0.023538	0.013343	0.007796
5900000	0.263	0.167	0.023	0.021	0.052	0.039430	0.025037	0.003448	0.003148	0.007796
6000000	0.282	0.176	0.03	0.024	0.052	0.042279	0.026387	0.004498	0.003598	0.007796
6100000	0.338	0.207	0.047	0.028	0.055	0.050675	0.031034	0.007046	0.004198	0.008246
6200000	0.24	0.164	0.016	0.007	0.052	0.035982	0.024588	0.002399	0.001049	0.007796
6300000	0.211	0.15	0.006	0.003	0.052	0.031634	0.022489	0.000900	0.000450	0.007796
6400000	0.196	0.142	0.001	0.001	0.052	0.029385	0.021289	0.000150	0.000150	0.007796
6500000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
6600000	0.351	0.218	0.055	0.024	0.055	0.052624	0.032684	0.008246	0.003598	0.008246
6700000	0.676	0.361	0.184	0.078	0.052	0.101349	0.054123	0.027586	0.011694	0.007796
6800000	0.34	0.215	0.051	0.022	0.052	0.050975	0.032234	0.007646	0.003298	0.007796
6900000	0.4	0.232	0.08	0.035	0.052	0.059970	0.034783	0.011994	0.005247	0.007796
7000000	0.209	0.148	0.004	0.002	0.055	0.031334	0.022189	0.000600	0.000300	0.008246
7100000	0.196	0.142	0.001	0.001	0.052	0.029385	0.021289	0.000150	0.000150	0.007796
7200000	0.324	0.201	0.049	0.021	0.052	0.048576	0.030135	0.007346	0.003148	0.007796
7300000	0.234	0.161	0.014	0.006	0.052	0.035082	0.024138	0.002099	0.000900	0.007796
7400000	0.197	0.141	0.0	0.0	0.055	0.029535	0.021139	0.000000	0.000000	0.008246
7500000	0.231	0.16	0.013	0.005	0.052	0.034633	0.023988	0.001949	0.000750	0.007796
7600000	0.819	0.462	0.211	0.093	0.052	0.122789	0.069265	0.031634	0.013943	0.007796
7700000	0.778	0.46	0.187	0.079	0.052	0.116642	0.068966	0.028036	0.011844	0.007796
7800000	0.196	0.142	0.001	0.0	0.052	0.029385	0.021289	0.000150	0.000000	0.007796
7900000	0.206	0.146	0.004	0.002	0.055	0.030885	0.021889	0.000600	0.000300	0.008246
8000000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
8100000	0.196	0.142	0.001	0.0	0.052	0.029385	0.021289	0.000150	0.000000	0.007796
8200000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
8300000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
8400000	0.218	0.154	0.008	0.004	0.052	0.032684	0.023088	0.001199	0.000600	0.007796
8500000	0.207	0.148	0.005	0.002	0.052	0.031034	0.022189	0.000750	0.000300	0.007796
8600000	0.198	0.143	0.002	0.001	0.052	0.029685	0.021439	0.000300	0.000150	0.007796
8700000	0.201	0.144	0.001	0.001	0.055	0.030135	0.021589	0.000150	0.000150	0.008246
8800000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
8900000	0.201	0.145	0.003	0.001	0.052	0.030135	0.021739	0.000450	0.000150	0.007796
9000000	0.197	0.142	0.002	0.001	0.052	0.029535	0.021289	0.000300	0.000150	0.007796
9100000	0.206	0.148	0.004	0.002	0.052	0.030885	0.022189	0.000600	0.000300	0.007796
9200000	0.268	0.178	0.024	0.011	0.055	0.040180	0.026687	0.003598	0.001649	0.008246
9300000	0.901	0.441	0.28	0.128	0.052	0.135082	0.066117	0.041979	0.019190	0.007796
9400000	0.373	0.216	0.069	0.035	0.052	0.055922	0.032384	0.010345	0.005247	0.007796
9500000	0.329	0.205	0.048	0.023	0.052	0.049325	0.030735	0.007196	0.003448	0.007796
9600000	0.221	0.154	0.008	0.003	0.055	0.033133	0.023088	0.001199	0.000450	0.008246
9700000	0.202	0.145	0.003	0.001	0.052	0.030285	0.021739	0.000450	0.000150	0.007796
9800000	0.206	0.147	0.005	0.002	0.052	0.030885	0.022039	0.000750	0.000300	0.007796
9900000	0.22	0.153	0.01	0.005	0.052	0.032984	0.022939	0.001499	0.000750	0.007796
10000000	0.209	0.147	0.005	0.002	0.055	0.031334	0.022039	0.000750	0.000300	0.008246
10100000	0.971	0.458	0.308	0.153	0.052	0.145577	0.068666	0.046177	0.022939	0.007796
10200000	2.141	0.741	0.904	0.444	0.052	0.320990	0.111094	0.135532	0.066567	0.007796
10300000	1.445	0.573	0.511	0.308	0.052	0.216642	0.085907	0.076612	0.046177	0.007796
10400000	1.492	0.646	0.551	0.242	0.052	0.223688	0.096852	0.082609	0.036282	0.007796
10500000	1.053	0.52	0.323	0.156	0.055	0.157871	0.077961	0.048426	0.023388	0.008246
10600000	0.321	0.194	0.045	0.03	0.052	0.048126	0.029085	0.006747	0.004498	0.007796
10700000	0.294	0.181	0.035	0.026	0.052	0.044078	0.027136	0.005247	0.003898	0.007796
10800000	0.535	0.284	0.128	0.07	0.052	0.080210	0.042579	0.019190	0.010495	0.007796
10900000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
11000000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
11100000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
11200000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
11300000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
11400000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
11500000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
11600000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
11700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
11800000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
11900000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12000000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12100000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12200000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
12300000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12400000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12500000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12600000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
12700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12800000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
12900000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
13000000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
13100000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
13200000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
13300000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
13400000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
13500000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
13600000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
13700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
13800000	0.289	0.182	0.038	0.017	0.052	0.043328	0.027286	0.005697	0.002549	0.007796
13900000	1.679	0.81	0.566	0.248	0.055	0.251724	0.121439	0.084858	0.037181	0.008246
14000000	1.304	0.645	0.425	0.182	0.052	0.195502	0.096702	0.063718	0.027286	0.007796
14100000	1.261	0.559	0.434	0.215	0.052	0.189055	0.083808	0.065067	0.032234	0.007796
14200000	0.879	0.425	0.26	0.142	0.052	0.131784	0.063718	0.038981	0.021289	0.007796
14300000	1.3	0.588	0.46	0.2	0.052	0.194903	0.088156	0.068966	0.029985	0.007796
14400000	0.965	0.495	0.291	0.124	0.055	0.144678	0.074213	0.043628	0.018591	0.008246
14500000	0.276	0.18	0.03	0.013	0.052	0.041379	0.026987	0.004498	0.001949	0.007796
14600000	0.285	0.184	0.034	0.015	0.052	0.042729	0.027586	0.005097	0.002249	0.007796
14700000	0.751	0.386	0.205	0.109	0.052	0.112594	0.057871	0.030735	0.016342	0.007796
14800000	0.607	0.338	0.144	0.071	0.055	0.091004	0.050675	0.021589	0.010645	0.008246
14900000	0.405	0.241	0.078	0.034	0.052	0.060720	0.036132	0.011694	0.005097	0.007796
15000000	0.424	0.254	0.081	0.037	0.052	0.063568	0.038081	0.012144	0.005547	0.007796
15100000	0.48	0.252	0.109	0.068	0.052	0.071964	0.037781	0.016342	0.010195	0.007796
15200000	1.278	0.472	0.481	0.269	0.055	0.191604	0.070765	0.072114	0.040330	0.008246
15300000	0.699	0.296	0.218	0.132	0.052	0.104798	0.044378	0.032684	0.019790	0.007796
15400000	0.526	0.263	0.126	0.084	0.052	0.078861	0.039430	0.018891	0.012594	0.007796
15500000	0.226	0.152	0.01	0.012	0.052	0.033883	0.022789	0.001499	0.001799	0.007796
15600000	0.234	0.152	0.013	0.017	0.052	0.035082	0.022789	0.001949	0.002549	0.007796
15700000	0.446	0.249	0.089	0.053	0.055	0.066867	0.037331	0.013343	0.007946	0.008246
15800000	0.232	0.161	0.013	0.006	0.052	0.034783	0.024138	0.001949	0.000900	0.007796
15900000	0.345	0.186	0.075	0.032	0.052	0.051724	0.027886	0.011244	0.004798	0.007796
16000000	0.578	0.29	0.165	0.07	0.052	0.086657	0.043478	0.024738	0.010495	0.007796
16100000	0.281	0.185	0.028	0.012	0.055	0.042129	0.027736	0.004198	0.001799	0.008246
16200000	0.206	0.146	0.005	0.002	0.052	0.030885	0.021889	0.000750	0.000300	0.007796
16300000	0.201	0.143	0.004	0.002	0.052	0.030135	0.021439	0.000600	0.000300	0.007796
16400000	0.532	0.311	0.116	0.052	0.052	0.079760	0.046627	0.017391	0.007796	0.007796
16500000	0.873	0.488	0.232	0.098	0.055	0.130885	0.073163	0.034783	0.014693	0.008246
16600000	0.213	0.151	0.007	0.003	0.052	0.031934	0.022639	0.001049	0.000450	0.007796
16700000	0.195	0.142	0.001	0.0	0.052	0.029235	0.021289	0.000150	0.000000	0.007796
16800000	0.194	0.141	0.0	0.0	0.052	0.029085	0.021139	0.000000	0.000000	0.007796
16900000	0.194	0.141	0.0	0.0	0.052	0.029085	0.021139	0.000000	0.000000	0.007796
17000000	0.198	0.142	0.0	0.0	0.055	0.029685	0.021289	0.000000	0.000000	0.008246
17100000	0.194	0.141	0.001	0.0	0.052	0.029085	0.021139	0.000150	0.000000	0.007796
17200000	0.197	0.142	0.001	0.001	0.052	0.029535	0.021289	0.000150	0.000150	0.007796
17300000	0.418	0.237	0.089	0.039	0.052	0.062669	0.035532	0.013343	0.005847	0.007796
17400000	0.343	0.193	0.066	0.028	0.055	0.051424	0.028936	0.009895	0.004198	0.008246
17500000	0.266	0.171	0.03	0.013	0.052	0.039880	0.025637	0.004498	0.001949	0.007796
17600000	0.201	0.145	0.003	0.001	0.052	0.030135	0.021739	0.000450	0.000150	0.007796
17700000	0.199	0.143	0.002	0.001	0.052	0.029835	0.021439	0.000300	0.000150	0.007796
17800000	0.269	0.177	0.026	0.011	0.055	0.040330	0.026537	0.003898	0.001649	0.008246
17900000	0.613	0.336	0.155	0.069	0.052	0.091904	0.050375	0.023238	0.010345	0.007796
18000000	0.693	0.384	0.179	0.077	0.052	0.103898	0.057571	0.026837	0.011544	0.007796
18100000	0.322	0.208	0.043	0.019	0.052	0.048276	0.031184	0.006447	0.002849	0.007796
18200000	1.194	0.549	0.39	0.203	0.052	0.179010	0.082309	0.058471	0.030435	0.007796
18300000	1.404	0.576	0.491	0.282	0.055	0.210495	0.086357	0.073613	0.042279	0.008246
18400000	1.191	0.57	0.382	0.186	0.052	0.178561	0.085457	0.057271	0.027886	0.007796
18500000	1.424	0.625	0.505	0.242	0.052	0.213493	0.093703	0.075712	0.036282	0.007796
18600000	0.529	0.293	0.121	0.063	0.052	0.079310	0.043928	0.018141	0.009445	0.007796
18700000	0.295	0.18	0.035	0.025	0.055	0.044228	0.026987	0.005247	0.003748	0.008246
18800000	0.287	0.175	0.031	0.028	0.052	0.043028	0.026237	0.004648	0.004198	0.007796
18900000	0.879	0.441	0.265	0.12	0.052	0.131784	0.066117	0.039730	0.017991	0.007796
19000000	0.501	0.291	0.107	0.05	0.052	0.075112	0.043628	0.016042	0.007496	0.007796
19100000	0.452	0.257	0.09	0.05	0.055	0.067766	0.038531	0.013493	0.007496	0.008246
19200000	0.652	0.267	0.23	0.102	0.052	0.097751	0.040030	0.034483	0.015292	0.007796
19300000	0.394	0.218	0.086	0.037	0.052	0.059070	0.032684	0.012894	0.005547	0.007796
19400000	0.491	0.27	0.116	0.052	0.052	0.073613	0.040480	0.017391	0.007796	0.007796
19500000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
19600000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
19700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
19800000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
19900000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
20000000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
20100000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
20200000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
20300000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
20400000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
20500000	0.595	0.323	0.148	0.071	0.052	0.089205	0.048426	0.022189	0.010645	0.007796
20600000	0.521	0.273	0.115	0.08	0.052	0.078111	0.040930	0.017241	0.011994	0.007796
20700000	0.223	0.153	0.01	0.008	0.052	0.033433	0.022939	0.001499	0.001199	0.007796
20800000	0.215	0.146	0.007	0.01	0.052	0.032234	0.021889	0.001049	0.001499	0.007796
20900000	0.255	0.164	0.019	0.016	0.055	0.038231	0.024588	0.002849	0.002399	0.008246
21000000	0.508	0.291	0.115	0.049	0.052	0.076162	0.043628	0.017241	0.007346	0.007796
21100000	0.508	0.292	0.115	0.049	0.052	0.076162	0.043778	0.017241	0.007346	0.007796
21200000	0.342	0.187	0.067	0.035	0.052	0.051274	0.028036	0.010045	0.005247	0.007796
21300000	0.291	0.182	0.031	0.022	0.055	0.043628	0.027286	0.004648	0.003298	0.008246
21400000	0.294	0.184	0.04	0.017	0.052	0.044078	0.027586	0.005997	0.002549	0.007796
21500000	0.197	0.142	0.001	0.001	0.052	0.029535	0.021289	0.000150	0.000150	0.007796
21600000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
21700000	0.203	0.144	0.002	0.001	0.055	0.030435	0.021589	0.000300	0.000150	0.008246
21800000	0.29	0.189	0.034	0.015	0.052	0.043478	0.028336	0.005097	0.002249	0.007796
21900000	0.86	0.466	0.233	0.108	0.052	0.128936	0.069865	0.034933	0.016192	0.007796
22000000	0.271	0.173	0.032	0.014	0.052	0.040630	0.025937	0.004798	0.002099	0.007796
22100000	0.24	0.157	0.021	0.009	0.052	0.035982	0.023538	0.003148	0.001349	0.007796
22200000	0.27	0.166	0.024	0.025	0.055	0.040480	0.024888	0.003598	0.003748	0.008246
22300000	0.206	0.148	0.004	0.002	0.052	0.030885	0.022189	0.000600	0.000300	0.007796
22400000	0.194	0.141	0.001	0.0	0.052	0.029085	0.021139	0.000150	0.000000	0.007796
22500000	0.207	0.147	0.005	0.003	0.052	0.031034	0.022039	0.000750	0.000450	0.007796
22600000	0.676	0.376	0.168	0.077	0.055	0.101349	0.056372	0.025187	0.011544	0.008246
22700000	1.193	0.617	0.366	0.157	0.052	0.178861	0.092504	0.054873	0.023538	0.007796
22800000	0.274	0.182	0.027	0.012	0.052	0.041079	0.027286	0.004048	0.001799	0.007796
22900000	0.215	0.15	0.008	0.004	0.052	0.032234	0.022489	0.001199	0.000600	0.007796
23000000	0.764	0.391	0.22	0.098	0.055	0.114543	0.058621	0.032984	0.014693	0.008246
23100000	0.405	0.244	0.075	0.033	0.052	0.060720	0.036582	0.011244	0.004948	0.007796
23200000	0.264	0.172	0.026	0.013	0.052	0.039580	0.025787	0.003898	0.001949	0.007796
23300000	0.537	0.292	0.131	0.061	0.052	0.080510	0.043778	0.019640	0.009145	0.007796
23400000	1.437	0.527	0.575	0.283	0.052	0.215442	0.079010	0.086207	0.042429	0.007796
23500000	0.454	0.24	0.111	0.048	0.055	0.068066	0.035982	0.016642	0.007196	0.008246
23600000	1.023	0.508	0.313	0.149	0.052	0.153373	0.076162	0.046927	0.022339	0.007796
23700000	1.394	0.635	0.496	0.21	0.052	0.208996	0.095202	0.074363	0.031484	0.007796
23800000	0.46	0.268	0.098	0.042	0.052	0.068966	0.040180	0.014693	0.006297	0.007796
23900000	0.256	0.169	0.022	0.01	0.055	0.038381	0.025337	0.003298	0.001499	0.008246
24000000	0.258	0.172	0.023	0.01	0.052	0.038681	0.025787	0.003448	0.001499	0.007796
24100000	0.444	0.257	0.089	0.047	0.052	0.066567	0.038531	0.013343	0.007046	0.007796
24200000	0.674	0.318	0.206	0.098	0.052	0.101049	0.047676	0.030885	0.014693	0.007796
24300000	1.132	0.348	0.443	0.286	0.055	0.169715	0.052174	0.066417	0.042879	0.008246
24400000	0.299	0.172	0.037	0.037	0.052	0.044828	0.025787	0.005547	0.005547	0.007796
24500000	0.207	0.148	0.005	0.002	0.052	0.031034	0.022189	0.000750	0.000300	0.007796
24600000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
24700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
24800000	0.273	0.168	0.029	0.021	0.055	0.040930	0.025187	0.004348	0.003148	0.008246
24900000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25000000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25100000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25200000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
25300000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25400000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25500000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25600000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
25700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25800000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
25900000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26000000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26100000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
26200000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26300000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26400000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26500000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
26600000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26700000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26800000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
26900000	0.196	0.141	0.0	0.0	0.055	0.029385	0.021139	0.000000	0.000000	0.008246
27000000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
27100000	0.193	0.14	0.0	0.0	0.052	0.028936	0.020990	0.000000	0.000000	0.007796
27200000	1.34	0.651	0.441	0.195	0.052	0.200900	0.097601	0.066117	0.029235	0.007796
27300000	1.534	0.735	0.515	0.231	0.052	0.229985	0.110195	0.077211	0.034633	0.007796
27400000	1.553	0.673	0.562	0.263	0.055	0.232834	0.100900	0.084258	0.039430	0.008246
27500000	1.041	0.526	0.316	0.147	0.052	0.156072	0.078861	0.047376	0.022039	0.007796
27600000	0.264	0.17	0.024	0.018	0.052	0.039580	0.025487	0.003598	0.002699	0.007796
27700000	0.329	0.194	0.048	0.035	0.052	0.049325	0.029085	0.007196	0.005247	0.007796
27800000	0.944	0.481	0.272	0.135	0.055	0.141529	0.072114	0.040780	0.020240	0.008246
27900000	0.393	0.245	0.067	0.029	0.052	0.058921	0.036732	0.010045	0.004348	0.007796
28000000	0.366	0.231	0.058	0.025	0.052	0.054873	0.034633	0.008696	0.003748	0.007796
28100000	1.283	0.642	0.412	0.176	0.052	0.192354	0.096252	0.061769	0.026387	0.007796
28200000	1.459	0.534	0.607	0.263	0.055	0.218741	0.080060	0.091004	0.039430	0.008246
28300000	0.425	0.223	0.106	0.045	0.052	0.063718	0.033433	0.015892	0.006747	0.007796
28400000	0.426	0.241	0.092	0.04	0.052	0.063868	0.036132	0.013793	0.005997	0.007796
